health,x,y,is_jumping,is_crouching,move_id,enemy_health,enemy_x,enemy_y,action
176,205,192,0,0,0,176,292,192,far_combo_2
176,205,192,0,0,0,176,291,192,far_uppercut
176,203,192,0,0,0,176,288,192,far_uppercut
176,203,192,0,0,0,176,288,192,far_uppercut
176,203,192,0,0,0,176,286,192,far_uppercut
176,203,192,0,1,0,176,283,192,far_combo_1
176,203,192,0,1,0,176,283,192,far_uppercut
176,203,192,0,1,0,176,280,192,far_uppercut
176,203,192,0,1,0,176,280,192,far_uppercut
176,203,192,0,0,0,176,279,192,far_combo_1
176,203,192,0,0,0,176,278,192,far_uppercut
176,203,192,0,0,0,176,276,192,far_combo_1
176,203,192,0,0,0,176,273,192,far_combo_1
176,203,192,0,0,0,176,272,192,far_combo_1
176,203,192,0,0,0,176,270,192,far_uppercut
176,203,192,0,0,0,176,269,192,far_combo_2
176,203,192,0,0,0,176,267,192,far_uppercut
176,203,192,0,0,0,176,267,192,far_combo_1
176,203,192,0,0,0,176,266,192,far_uppercut
176,203,192,0,0,0,176,264,192,far_combo_1
176,239,192,0,0,0,169,254,192,walk_left
176,203,192,0,0,0,169,264,192,far_combo_2
176,203,192,0,0,0,169,264,192,far_combo_1
176,203,192,0,0,0,169,264,192,far_combo_1
176,203,192,0,0,0,169,264,192,far_combo_2
176,203,192,0,0,0,169,264,192,far_uppercut
176,203,192,0,0,0,169,264,192,far_combo_1
176,203,192,0,0,0,169,264,192,far_uppercut
176,203,192,0,0,0,169,264,192,far_combo_2
176,203,192,0,0,0,169,264,192,far_uppercut
176,203,192,0,0,0,169,264,192,far_uppercut
176,203,192,0,0,0,169,264,192,far_uppercut
176,203,192,0,0,0,169,264,192,far_combo_1
176,203,192,0,0,0,169,264,192,far_uppercut
176,203,192,0,0,0,169,264,192,far_uppercut
176,203,192,0,0,0,169,264,192,far_uppercut
176,203,192,0,0,0,169,269,192,far_combo_2
176,203,192,0,0,0,169,274,192,far_combo_2
176,203,192,0,0,0,169,274,192,far_uppercut
176,203,192,0,0,0,169,283,192,far_combo_1
176,203,192,0,0,0,169,287,192,far_combo_1
176,203,192,0,0,0,169,291,192,far_combo_2
176,203,192,0,0,0,169,294,192,far_combo_1
176,203,192,0,0,0,169,297,192,far_combo_2
176,203,192,0,0,0,169,297,192,far_combo_1
176,203,192,0,0,0,169,302,192,far_combo_1
176,203,192,0,0,0,169,304,192,far_uppercut
176,203,192,0,0,0,169,305,192,far_combo_1
176,203,192,0,0,0,169,305,192,far_combo_2
176,203,192,0,0,0,169,306,192,far_combo_1
176,203,192,0,0,0,169,306,192,far_combo_1
176,203,192,0,0,0,169,307,192,far_uppercut
176,203,192,0,0,0,169,307,192,far_combo_1
176,203,192,0,0,0,169,308,192,far_combo_2
176,203,192,0,0,0,169,308,192,far_uppercut
176,203,192,0,0,0,169,309,192,far_uppercut
176,203,192,0,0,0,169,309,192,far_uppercut
176,203,192,0,0,0,169,309,192,far_combo_2
176,203,192,0,0,0,169,309,192,far_uppercut
176,203,192,0,0,0,169,309,192,far_uppercut
176,202,192,0,0,0,169,309,192,far_uppercut
176,202,192,0,0,0,169,309,192,far_combo_1
176,202,192,0,1,0,169,309,192,far_combo_2
176,202,192,0,1,0,169,309,192,far_combo_2
176,202,192,0,1,0,169,309,192,far_combo_2
176,202,192,0,0,0,169,309,192,far_combo_1
176,202,192,0,0,0,169,309,192,far_combo_2
176,202,192,0,0,0,169,309,192,far_combo_2
176,202,192,0,0,0,169,309,192,far_uppercut
176,202,192,0,0,0,169,309,192,far_uppercut
176,202,192,0,0,0,169,309,192,far_combo_1
176,202,192,0,0,0,169,308,192,far_combo_2
176,202,192,0,0,0,169,305,192,far_combo_2
176,202,192,0,0,0,169,304,192,far_combo_1
176,202,192,0,0,0,169,304,192,far_uppercut
176,202,192,0,0,0,169,302,192,far_combo_1
176,202,192,0,0,0,169,301,192,far_combo_2
176,202,192,0,0,0,169,301,192,far_combo_2
176,202,192,0,0,0,169,301,192,far_uppercut
176,253,192,0,0,0,169,291,192,walk_left
176,202,192,0,0,0,169,301,192,far_uppercut
176,256,192,0,0,0,169,291,192,crouch_special
176,202,192,0,0,0,169,301,192,far_uppercut
176,202,192,0,0,0,169,301,192,far_combo_1
176,202,192,0,0,0,169,301,192,far_combo_1
176,202,192,0,0,0,169,301,192,far_uppercut
176,263,192,0,0,0,163,294,192,walk_left
176,202,192,0,0,0,163,301,192,far_uppercut
176,202,192,0,0,0,163,301,192,far_uppercut
176,202,192,0,0,0,163,301,192,far_combo_1
176,202,192,0,0,0,163,301,192,far_uppercut
176,202,192,0,0,0,163,301,192,far_uppercut
176,202,192,0,0,0,163,301,192,far_combo_2
176,202,192,0,0,0,163,301,192,far_uppercut
176,202,192,0,0,0,163,301,192,far_combo_1
176,202,192,0,0,0,163,301,192,far_combo_1
176,202,192,0,0,0,163,301,192,far_combo_1
176,202,192,0,0,0,163,301,192,far_combo_1
176,202,192,0,0,0,163,301,192,far_uppercut
176,202,192,0,0,0,163,301,192,far_combo_2
176,202,192,0,0,0,163,301,192,far_combo_2
176,202,192,0,0,0,163,301,192,far_combo_1
176,202,192,0,0,0,163,306,192,far_uppercut
176,202,192,0,0,0,163,311,192,far_combo_2
176,202,192,0,0,0,163,316,192,far_uppercut
176,202,192,0,0,0,163,320,192,far_uppercut
176,202,192,0,0,0,163,324,192,far_combo_2
176,202,192,0,0,0,163,328,192,far_combo_1
176,202,192,0,0,0,163,331,192,far_combo_1
176,202,192,0,0,0,163,334,192,far_combo_1
176,202,192,0,0,0,163,334,192,far_combo_2
176,202,192,0,0,0,163,339,192,far_combo_2
176,202,192,0,0,0,163,341,192,far_uppercut
176,202,192,0,0,0,163,342,192,far_uppercut
176,202,192,0,0,0,163,342,192,far_uppercut
176,202,192,0,0,0,163,342,192,far_combo_1
176,202,192,0,0,0,163,343,192,far_uppercut
176,202,192,0,0,1,163,344,192,far_combo_1
176,202,192,0,0,1,163,344,192,far_combo_2
176,202,192,0,0,1,163,345,192,far_uppercut
176,202,192,0,0,1,163,345,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_2
176,223,192,0,0,1,163,339,192,far_combo_2
176,223,192,0,0,1,163,339,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_2
176,223,192,0,0,1,163,343,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_1
176,202,192,0,0,1,163,346,192,far_uppercut
176,202,192,0,0,1,163,346,192,far_combo_2
176,202,192,0,0,1,163,346,192,far_combo_1
176,223,192,0,0,1,163,341,192,far_combo_1
176,202,192,0,0,1,163,341,192,far_uppercut
176,202,192,0,0,1,163,340,192,far_uppercut
176,223,192,0,0,1,163,337,192,far_combo_1
176,202,192,0,0,1,163,339,192,far_combo_1
176,202,192,0,0,1,163,336,192,far_uppercut
176,202,192,0,0,1,163,334,192,far_uppercut
176,202,192,0,0,1,163,333,192,far_uppercut
176,202,192,0,0,1,163,333,192,far_combo_2
176,202,192,0,0,1,163,331,192,far_combo_1
176,202,192,0,0,1,163,330,192,far_uppercut
176,202,192,0,0,1,163,327,192,far_combo_2
176,202,192,0,0,1,163,327,192,far_combo_1
176,202,192,0,0,1,163,324,192,far_uppercut
176,202,192,0,0,1,163,323,192,far_uppercut
176,202,192,0,0,1,163,321,192,far_uppercut
176,202,192,0,0,1,163,320,192,far_combo_1
176,202,192,0,0,1,163,318,192,far_combo_2
176,202,192,0,0,1,163,318,192,far_combo_1
176,202,192,0,0,1,163,317,192,far_combo_2
176,202,192,0,0,1,163,315,192,far_combo_1
176,202,192,0,0,1,163,315,192,far_combo_2
176,240,192,0,0,1,163,308,192,far_combo_1
176,202,192,0,0,1,163,315,192,far_combo_1
176,253,192,0,0,1,163,308,192,walk_left
176,202,192,0,0,1,163,315,192,far_uppercut
176,257,192,0,0,1,163,302,192,walk_left
176,260,192,0,0,1,163,294,180,walk_left
176,202,192,0,0,1,163,311,175,far_uppercut
176,264,192,0,0,1,163,291,170,crouch_special
176,202,192,0,0,1,163,308,166,far_combo_1
176,267,192,0,0,1,163,288,161,walk_left
176,202,192,0,0,1,163,305,157,far_uppercut
176,271,192,0,0,1,163,286,153,walk_left
176,271,192,0,0,1,163,291,153,crouch_special
176,202,192,0,0,1,163,301,147,far_combo_1
176,202,192,0,0,1,163,299,144,far_uppercut
176,278,192,0,0,1,163,280,142,walk_left
176,202,192,0,0,1,163,297,139,far_uppercut
176,202,192,0,0,1,163,297,139,far_uppercut
176,202,192,0,0,1,163,294,136,far_combo_1
176,285,192,0,0,1,163,275,134,walk_right
176,202,192,0,0,1,163,291,133,far_combo_2
176,288,192,0,0,1,163,272,133,walk_right
176,288,192,0,0,1,163,277,132,crouch_special
176,292,192,0,0,1,163,275,132,walk_right
176,202,192,0,0,1,163,286,132,far_combo_1
176,295,192,0,0,1,163,267,133,walk_right
176,202,192,0,0,1,163,284,133,far_combo_1
176,299,192,0,0,1,163,264,134,crouch_special
176,202,192,0,0,1,163,281,136,far_uppercut
176,202,192,0,0,1,163,281,137,far_combo_1
176,302,192,0,0,1,163,267,137,crouch_special
176,306,192,0,0,1,163,292,142,crouch_special
176,202,192,0,0,1,163,276,144,far_combo_1
176,243,192,0,0,1,163,215,144,crouch_special
176,202,192,0,0,1,163,274,150,far_combo_1
176,312,192,0,0,1,163,297,153,walk_right
176,202,192,0,0,1,163,272,157,far_combo_2
145,239,192,0,0,1,163,231,157,walk_right
145,202,192,0,0,0,163,272,157,far_uppercut
145,202,192,0,0,0,163,272,157,far_uppercut
145,202,192,0,0,0,163,272,157,far_uppercut
145,202,192,0,0,0,163,272,157,far_combo_2
145,202,192,0,0,0,163,272,157,far_combo_1
145,326,192,0,0,0,163,296,157,walk_right
145,202,192,0,0,0,163,272,157,far_combo_2
145,202,192,0,0,0,163,272,157,far_uppercut
145,202,192,0,0,0,163,272,157,far_combo_1
145,333,192,0,0,0,163,296,157,crouch_special
145,202,192,0,0,0,163,272,157,far_combo_2
145,337,192,0,0,0,163,296,157,walk_right
145,202,192,0,0,0,163,272,157,far_uppercut
145,340,192,0,0,0,163,295,161,crouch_special
145,200,192,0,0,0,163,269,165,far_combo_2
145,198,192,0,0,0,163,268,170,far_combo_2
145,196,192,0,0,0,163,267,175,far_combo_2
145,196,192,0,0,0,163,267,175,far_combo_1
145,192,192,0,0,0,163,265,186,far_combo_1
145,190,192,0,0,0,163,264,191,far_combo_1
145,188,192,0,0,0,163,263,192,far_combo_2
145,188,192,0,0,0,163,263,192,far_combo_2
145,187,192,0,0,0,163,263,192,far_uppercut
145,187,192,0,0,0,163,263,192,far_combo_2
145,186,192,0,0,0,163,263,192,far_combo_2
145,186,192,0,0,0,163,263,192,far_combo_2
145,361,192,0,0,0,163,260,192,close_combo_2
145,185,192,0,0,0,163,263,192,far_combo_1
145,365,192,0,0,0,163,259,192,close_combo_2
145,185,192,0,1,0,163,260,192,far_uppercut
145,368,192,0,1,0,163,256,192,close_combo_1
145,185,192,0,1,0,163,257,192,far_uppercut
145,372,192,0,0,1,163,253,192,close_uppercut
145,185,192,0,0,1,163,256,192,far_combo_2
145,185,192,0,0,1,163,256,192,far_combo_1
145,185,192,0,0,1,163,256,192,far_combo_1
145,185,192,0,0,1,163,256,192,far_combo_2
145,203,192,0,0,1,163,253,192,crouch_special
145,185,192,0,0,1,163,256,192,far_combo_1
145,203,192,0,0,1,163,253,192,crouch_special
145,185,192,0,0,1,163,256,192,far_uppercut
145,200,192,0,0,1,163,253,192,walk_left
145,187,187,1,0,1,163,256,192,far_combo_2
145,189,183,1,0,1,163,256,192,far_combo_1
145,191,179,1,0,1,163,256,192,far_combo_1
145,193,176,1,0,1,163,256,192,far_uppercut
145,194,173,1,0,1,163,256,192,far_combo_2
145,195,170,1,0,1,163,256,192,far_combo_2
145,195,168,1,0,1,163,256,192,far_combo_1
145,210,168,1,0,1,163,253,192,walk_left
145,195,164,1,0,1,163,256,192,far_combo_1
145,195,164,1,0,1,163,256,192,far_uppercut
145,195,163,1,0,1,163,256,192,far_combo_2
145,195,162,1,0,1,163,256,192,far_combo_2
145,195,161,1,0,1,163,256,192,far_combo_2
145,195,161,1,0,1,163,256,192,far_combo_2
145,195,161,1,0,1,163,256,192,far_uppercut
145,195,161,1,0,1,163,256,192,far_uppercut
145,195,161,1,0,1,163,256,192,far_combo_2
145,195,162,1,0,1,163,256,192,far_combo_1
145,195,163,1,0,1,163,256,192,far_combo_2
145,195,165,1,0,1,163,256,192,far_uppercut
145,195,167,1,0,1,163,256,192,far_combo_1
145,195,169,1,0,1,163,256,192,far_combo_2
145,195,169,1,0,1,163,256,192,far_combo_2
145,195,174,1,0,1,163,256,192,far_combo_1
145,195,178,1,0,1,163,256,192,far_combo_1
145,195,181,1,0,1,163,256,192,far_combo_1
145,195,185,1,0,1,163,256,192,far_combo_1
145,195,189,1,0,1,163,256,192,far_uppercut
145,195,192,0,0,1,163,256,192,far_combo_1
145,195,192,0,0,1,163,256,192,far_combo_2
145,228,192,0,0,1,163,193,192,crouch_special
114,228,192,0,0,0,163,192,192,crouch_special
114,195,192,0,0,0,163,256,192,far_combo_2
114,195,192,0,0,0,163,256,192,far_combo_1
114,195,192,0,0,0,163,256,192,far_uppercut
114,195,192,0,0,0,163,256,192,far_combo_1
114,195,192,0,0,0,163,256,192,far_combo_2
114,195,192,0,0,0,163,256,192,far_combo_2
114,195,192,0,0,0,163,256,192,far_combo_1
114,195,192,0,0,0,163,256,192,far_combo_1
114,195,192,0,0,0,163,256,192,far_combo_1
114,195,192,0,0,0,163,256,192,far_combo_2
114,195,192,0,0,0,163,256,192,far_uppercut
114,195,192,0,0,0,163,256,192,far_combo_1
114,195,192,0,0,0,163,256,192,far_uppercut
114,195,192,0,0,0,163,256,192,far_combo_2
114,190,192,0,0,0,163,256,192,far_combo_1
114,185,192,0,0,0,163,256,192,far_uppercut
114,180,192,0,0,0,163,256,192,far_combo_1
114,176,192,0,0,0,163,256,192,far_combo_1
114,176,192,0,0,0,163,256,192,far_combo_1
114,168,192,0,0,0,163,256,192,far_uppercut
114,168,192,0,0,0,163,256,192,far_uppercut
114,162,192,0,0,0,163,256,192,far_combo_2
114,162,192,0,0,0,163,256,192,far_combo_2
114,157,192,0,0,0,163,256,192,far_uppercut
114,155,192,0,0,0,163,256,192,far_combo_1
114,154,192,0,0,0,163,256,192,far_combo_2
114,154,192,0,0,0,163,256,192,far_uppercut
114,153,192,0,0,0,163,256,192,far_combo_1
114,153,192,0,0,0,163,256,192,far_combo_2
114,153,192,0,0,0,163,256,192,far_uppercut
114,152,192,0,0,0,163,256,192,far_combo_2
114,152,192,0,0,0,163,256,192,far_combo_2
114,151,192,0,0,0,163,254,192,far_uppercut
114,150,192,0,0,0,163,251,192,far_uppercut
114,150,192,0,0,0,163,251,192,far_combo_1
114,150,192,0,0,0,163,250,192,far_combo_1
114,150,192,0,1,0,163,247,192,far_combo_2
114,150,192,0,1,0,163,247,192,far_combo_1
114,150,192,0,1,0,163,244,192,far_uppercut
114,150,192,0,1,1,163,244,192,far_uppercut
114,150,192,0,0,1,163,243,192,far_combo_1
114,150,192,0,0,1,163,241,192,far_combo_2
114,150,192,0,0,1,163,238,192,far_combo_1
114,150,192,0,0,1,163,237,192,far_combo_1
114,168,192,0,0,1,163,234,192,far_combo_2
114,168,192,0,0,1,163,232,192,far_combo_1
114,150,192,0,0,1,163,233,192,far_combo_1
114,150,192,0,0,1,163,231,192,far_uppercut
114,165,192,1,0,1,163,228,192,far_combo_2
114,153,187,1,0,1,163,228,192,far_uppercut
114,155,183,1,0,1,163,227,192,far_combo_2
114,170,183,1,0,1,163,224,192,crouch_special
114,158,176,1,0,1,163,224,192,far_uppercut
114,159,173,1,0,1,163,222,192,far_combo_2
114,174,170,1,0,1,163,219,192,walk_left
114,175,170,1,0,1,163,219,192,crouch_special
114,161,166,1,0,1,163,222,192,far_uppercut
114,161,164,1,0,1,163,222,192,far_uppercut
114,161,164,1,0,1,163,222,192,far_combo_1
114,161,163,1,0,1,163,222,192,far_combo_2
114,161,162,1,0,1,163,222,192,far_combo_2
114,176,161,1,0,1,163,219,192,walk_left
114,161,161,1,0,1,163,222,192,far_uppercut
114,161,160,1,0,1,163,222,192,far_combo_1
114,161,161,1,0,1,163,222,192,far_combo_2
114,161,161,1,0,1,163,222,192,far_combo_1
114,161,162,1,0,1,163,222,192,far_combo_1
114,161,163,1,0,1,163,222,192,far_combo_1
114,161,165,1,0,1,163,222,192,far_combo_1
114,161,167,1,0,1,163,222,192,far_uppercut
114,161,167,1,0,1,163,222,192,far_uppercut
114,161,172,1,0,1,163,222,192,far_combo_2
114,161,174,1,0,1,163,222,192,far_combo_2
114,161,178,1,0,1,163,222,192,far_combo_1
114,161,181,1,0,1,163,222,192,far_uppercut
114,161,185,1,0,1,163,222,192,far_combo_1
114,161,189,1,0,1,163,222,192,far_combo_2
114,161,192,0,0,1,163,222,192,far_uppercut
114,161,192,0,0,1,163,222,192,far_combo_2
114,194,192,0,0,1,163,159,192,crouch_special
79,194,192,0,0,1,163,158,192,crouch_special
79,161,192,0,0,0,163,222,192,far_combo_2
79,161,192,0,0,0,163,222,192,far_combo_2
79,161,192,0,0,0,163,222,192,far_combo_2
79,161,192,0,0,0,163,222,192,far_combo_2
79,161,192,0,0,0,163,222,192,far_combo_2
79,161,192,0,0,0,163,222,192,far_uppercut
79,161,192,0,0,0,163,222,192,far_combo_1
79,161,192,0,0,0,163,222,192,far_uppercut
79,161,192,0,0,0,163,222,192,far_combo_1
79,161,192,0,0,0,163,222,192,far_uppercut
79,161,192,0,0,0,163,222,192,far_combo_1
